"","transition","time","N_sim","trans_no"
"10779","herb_large->herb_small",217.107321080994,30,15
"10780","non_herb_small->herb_small",217.117089221757,30,90
"10781","non_herb_large->non_herb_small",217.138767009224,30,54
"10782","herb_large->herb_small",217.175126814646,30,16
"10783","non_herb_small->herb_small",217.224244026942,30,91
"10784","herb_small->non_herb_small",217.227615427933,30,101
"10785","non_herb_small->herb_small",217.272854576709,30,92
"10786","non_herb_small->herb_small",217.294494852045,30,93
"10787","non_herb_large->non_herb_small",217.302968525955,30,55
"10788","herb_small->non_herb_small",217.310317789145,30,102
"10789","non_herb_small->herb_small",217.328166870592,30,94
"10790","herb_small->herb_large",217.342756368742,30,27
"10791","non_herb_small->herb_small",217.377261763176,30,95
"10792","herb_small->herb_large",217.391180102679,30,28
"10793","herb_large->herb_small",217.394725108847,30,17
"10794","non_herb_small->herb_small",217.45381656036,30,96
"10795","herb_small->herb_large",217.471781613191,30,29
"10796","herb_small->non_herb_small",217.476566974137,30,103
"10797","herb_small->non_herb_small",217.493043778598,30,104
"10798","non_herb_small->herb_small",217.516295464674,30,97
"10799","herb_large->herb_small",217.530937840674,30,18
"10800","herb_small->non_herb_small",217.569440228786,30,105
"10801","non_herb_small->non_herb_large",217.602396445754,30,25
"10802","non_herb_small->herb_small",217.605925047276,30,98
"10803","non_herb_small->herb_small",217.644008672324,30,99
"10804","non_herb_small->non_herb_large",217.651466264258,30,26
"10805","non_herb_small->non_herb_large",217.675275117028,30,27
"10806","non_herb_small->herb_small",217.678377013035,30,100
"10807","non_herb_large->non_herb_small",217.681918678005,30,56
"10808","non_herb_small->non_herb_large",217.684014191482,30,28
"10809","herb_small->non_herb_small",217.703164632765,30,106
"10810","herb_small->non_herb_small",217.703196929502,30,107
"10811","herb_small->herb_large",217.722878048657,30,30
"10812","non_herb_small->herb_small",217.731972892608,30,101
"10813","herb_small->herb_large",217.74395276964,30,31
"10814","non_herb_small->herb_small",217.744138071743,30,102
"10815","herb_small->non_herb_small",217.755775792892,30,108
"10816","non_herb_small->herb_small",217.773166398927,30,103
"10817","non_herb_small->herb_small",217.774004077709,30,104
"10818","non_herb_small->herb_small",217.784494355592,30,105
"10819","non_herb_small->herb_small",217.791786268605,30,106
"10820","herb_small->non_herb_small",217.797086339757,30,109
"10821","non_herb_small->non_herb_large",217.810768451704,30,29
"10822","non_herb_large->herb_large",217.820015868209,30,13
"10823","herb_small->non_herb_small",217.825541254154,30,110
"10824","herb_small->non_herb_small",0.300416874847275,31,1
"10825","herb_small->non_herb_small",51.5338200598945,31,2
"10826","herb_small->non_herb_small",115.704935626354,31,3
"10827","non_herb_small->non_herb_large",133.689644658476,31,1
"10828","non_herb_small->herb_small",134.719205316998,31,1
"10829","non_herb_small->non_herb_large",134.811053083559,31,2
"10830","non_herb_large->herb_large",136.284105297672,31,1
"10831","non_herb_large->non_herb_small",146.428360769207,31,1
"10832","non_herb_small->herb_small",148.14245629097,31,2
"10833","herb_small->non_herb_small",152.848045932536,31,4
"10834","non_herb_small->herb_small",157.352066609014,31,3
"10835","non_herb_large->herb_large",159.587765563772,31,2
"10836","non_herb_large->non_herb_small",162.810423616016,31,2
"10837","non_herb_large->herb_large",162.918883982017,31,3
"10838","herb_small->non_herb_small",163.03975389289,31,5
"10839","herb_small->non_herb_small",164.109950651068,31,6
"10840","non_herb_small->non_herb_large",167.153706925882,31,3
"10841","herb_small->herb_large",169.027244630487,31,1
"10842","non_herb_small->herb_small",170.094866105874,31,4
"10843","non_herb_small->herb_small",170.818762782056,31,5
"10844","herb_small->herb_large",172.384059912382,31,2
"10845","non_herb_small->non_herb_large",173.145952120013,31,4
"10846","herb_small->non_herb_small",173.493138256311,31,7
"10847","herb_small->non_herb_small",175.093497169117,31,8
"10848","non_herb_small->non_herb_large",176.528634555125,31,5
"10849","herb_small->non_herb_small",176.578878337558,31,9
"10850","non_herb_small->herb_small",179.206725312197,31,6
"10851","non_herb_small->herb_small",179.270079794754,31,7
"10852","herb_small->non_herb_small",179.980521049407,31,10
"10853","non_herb_small->herb_small",180.3567509784,31,8
"10854","non_herb_large->non_herb_small",181.303176494917,31,3
"10855","herb_small->non_herb_small",183.992469467793,31,11
"10856","herb_small->non_herb_small",184.008643530076,31,12
"10857","herb_small->non_herb_small",184.672277009973,31,13
"10858","herb_small->non_herb_small",184.765495428911,31,14
"10859","herb_small->non_herb_small",185.593024685296,31,15
"10860","non_herb_large->herb_large",185.734946061153,31,4
"10861","non_herb_large->non_herb_small",185.865678658463,31,4
"10862","herb_small->non_herb_small",186.926069181751,31,16
"10863","non_herb_small->herb_small",187.81941913489,31,9
"10864","non_herb_large->non_herb_small",188.143913086884,31,5
"10865","non_herb_small->herb_small",188.967655085608,31,10
"10866","herb_small->non_herb_small",189.281083381406,31,17
"10867","non_herb_small->non_herb_large",191.165478751672,31,6
"10868","non_herb_large->non_herb_small",191.523774473015,31,6
"10869","herb_small->non_herb_small",192.816542367656,31,18
"10870","non_herb_small->herb_small",193.852476786375,31,11
"10871","herb_small->herb_large",194.578988458311,31,3
"10872","non_herb_large->herb_large",194.756329283562,31,5
"10873","non_herb_large->non_herb_small",195.050882412087,31,7
"10874","non_herb_large->herb_large",195.721508871307,31,6
"10875","non_herb_small->herb_small",195.741622785441,31,12
"10876","non_herb_small->herb_small",196.407894744286,31,13
"10877","non_herb_large->non_herb_small",196.520479420942,31,8
"10878","non_herb_small->non_herb_large",196.702645864997,31,7
"10879","non_herb_small->non_herb_large",197.130834370598,31,8
"10880","herb_small->non_herb_small",197.22234149802,31,19
"10881","non_herb_small->herb_small",197.242842152467,31,14
"10882","herb_small->herb_large",198.215077137549,31,4
"10883","non_herb_small->herb_small",198.794283135943,31,15
"10884","herb_small->herb_large",198.871395484196,31,5
"10885","non_herb_small->non_herb_large",199.027534711698,31,9
"10886","herb_small->non_herb_small",199.296576189394,31,20
"10887","herb_small->non_herb_small",199.502767600625,31,21
"10888","non_herb_small->herb_small",199.544025570025,31,16
"10889","non_herb_large->non_herb_small",199.84027096109,31,9
"10890","herb_small->non_herb_small",199.950974520951,31,22
"10891","herb_small->herb_large",200.295703457911,31,6
"10892","herb_small->non_herb_small",200.429572029429,31,23
"10893","herb_small->non_herb_small",200.608201414621,31,24
"10894","herb_large->herb_small",200.82680863408,31,1
"10895","non_herb_small->herb_small",200.941545024299,31,17
"10896","non_herb_small->herb_small",201.981015241053,31,18
"10897","herb_small->herb_large",202.025394549659,31,7
"10898","non_herb_large->herb_large",202.098535925366,31,7
"10899","non_herb_large->non_herb_small",202.206351745454,31,10
"10900","non_herb_large->non_herb_small",202.265507079694,31,11
"10901","non_herb_small->herb_small",202.686803646948,31,19
"10902","non_herb_large->non_herb_small",202.864560024122,31,12
"10903","non_herb_small->herb_small",203.144886128781,31,20
"10904","herb_small->non_herb_small",203.185684588691,31,25
"10905","herb_small->non_herb_small",203.554221498853,31,26
"10906","herb_small->non_herb_small",203.559064163347,31,27
"10907","non_herb_small->herb_small",203.855135632701,31,21
"10908","herb_small->non_herb_small",203.999237209613,31,28
"10909","non_herb_small->herb_small",204.015384194722,31,22
"10910","non_herb_small->herb_small",204.370564208694,31,23
"10911","non_herb_large->non_herb_small",204.379834622906,31,13
"10912","non_herb_small->herb_small",204.382287329711,31,24
"10913","herb_small->non_herb_small",204.503933760266,31,29
"10914","herb_small->herb_large",204.520030961667,31,8
"10915","non_herb_large->non_herb_small",204.532067436635,31,14
"10916","non_herb_large->non_herb_small",204.659831574348,31,15
"10917","non_herb_small->herb_small",204.734083666629,31,25
"10918","non_herb_small->herb_small",204.857372211137,31,26
"10919","non_herb_large->non_herb_small",204.89235687226,31,16
"10920","herb_small->non_herb_small",205.186761302675,31,30
"10921","non_herb_small->herb_small",205.240267739931,31,27
"10922","herb_small->non_herb_small",205.470230224708,31,31
"10923","herb_small->non_herb_small",205.495077437214,31,32
"10924","herb_small->herb_large",205.633596883414,31,9
"10925","herb_small->herb_large",205.831495189098,31,10
"10926","non_herb_small->non_herb_large",205.929518218032,31,10
"10927","non_herb_small->herb_small",205.995854797633,31,28
"10928","herb_large->herb_small",206.093701156695,31,2
"10929","herb_small->non_herb_small",206.093909262205,31,33
"10930","herb_small->non_herb_small",206.280337283217,31,34
"10931","non_herb_large->non_herb_small",206.392498373602,31,17
"10932","non_herb_small->herb_small",206.565572021536,31,29
"10933","herb_small->non_herb_small",206.58772151355,31,35
"10934","non_herb_small->herb_small",206.750206081223,31,30
"10935","herb_large->non_herb_large",206.799447384385,31,1
"10936","herb_small->non_herb_small",206.980088404146,31,36
"10937","non_herb_large->non_herb_small",207.09464433317,31,18
"10938","non_herb_small->herb_small",207.106926605201,31,31
"10939","herb_small->non_herb_small",207.122770220881,31,37
"10940","herb_small->herb_large",207.15654973675,31,11
"10941","herb_small->non_herb_small",207.176176353051,31,38
"10942","non_herb_small->non_herb_large",207.17954724019,31,11
"10943","non_herb_small->herb_small",207.306789907537,31,32
"10944","non_herb_small->herb_small",207.385551144034,31,33
"10945","non_herb_small->herb_small",207.635711976664,31,34
"10946","non_herb_large->non_herb_small",207.694582496099,31,19
"10947","herb_small->non_herb_small",207.821930655628,31,39
"10948","herb_small->non_herb_small",207.893441680117,31,40
"10949","non_herb_small->herb_small",207.9491284352,31,35
"10950","non_herb_small->non_herb_large",208.223200895427,31,12
"10951","non_herb_small->herb_small",208.322355496084,31,36
"10952","non_herb_small->herb_small",208.410304660223,31,37
"10953","non_herb_small->non_herb_large",208.576364437108,31,13
"10954","herb_small->non_herb_small",208.580665241483,31,41
"10955","herb_small->non_herb_small",208.612494811056,31,42
"10956","non_herb_small->herb_small",208.656717183448,31,38
"10957","non_herb_small->herb_small",208.969671225061,31,39
"10958","herb_small->non_herb_small",209.014883194748,31,43
"10959","herb_small->non_herb_small",209.085998597495,31,44
"10960","herb_small->non_herb_small",209.163638699244,31,45
"10961","herb_small->non_herb_small",209.201864456191,31,46
"10962","herb_small->non_herb_small",209.252289477284,31,47
"10963","non_herb_small->non_herb_large",209.294038710303,31,14
"10964","non_herb_large->non_herb_small",209.355978441323,31,20
"10965","herb_large->herb_small",209.446349374801,31,3
"10966","herb_small->non_herb_small",209.505172031262,31,48
"10967","non_herb_small->non_herb_large",209.632377686009,31,15
"10968","non_herb_large->herb_large",209.992612577216,31,8
"10969","non_herb_small->herb_small",210.084278040859,31,40
"10970","herb_small->non_herb_small",210.14615926591,31,49
"10971","non_herb_small->herb_small",210.270582804332,31,41
"10972","herb_small->non_herb_small",210.272179078203,31,50
"10973","non_herb_small->non_herb_large",210.340418997938,31,16
"10974","non_herb_large->non_herb_small",210.416047926548,31,21
"10975","herb_small->non_herb_small",210.649003198505,31,51
"10976","herb_small->herb_large",210.652621346444,31,12
"10977","non_herb_small->herb_small",210.779145647518,31,42
"10978","non_herb_small->non_herb_large",210.82074828793,31,17
"10979","non_herb_small->non_herb_large",210.881673889355,31,18
"10980","non_herb_small->herb_small",210.985548917562,31,43
"10981","herb_small->non_herb_small",210.99262987438,31,52
"10982","herb_small->non_herb_small",211.039281403276,31,53
"10983","herb_large->non_herb_large",211.068733727497,31,2
"10984","non_herb_small->non_herb_large",211.197240314613,31,19
"10985","non_herb_small->herb_small",211.23858107253,31,44
"10986","herb_large->herb_small",211.276180403572,31,4
"10987","non_herb_large->non_herb_small",211.280184478183,31,22
"10988","non_herb_small->herb_small",211.306276903967,31,45
"10989","non_herb_small->non_herb_large",211.590672221737,31,20
"10990","non_herb_large->non_herb_small",211.633115353293,31,23
"10991","non_herb_small->non_herb_large",211.670364687899,31,21
"10992","non_herb_small->herb_small",211.677152795348,31,46
"10993","non_herb_large->non_herb_small",211.67909955109,31,24
"10994","non_herb_large->non_herb_small",211.689433152715,31,25
"10995","non_herb_small->non_herb_large",211.964528890962,31,22
"10996","herb_small->non_herb_small",211.986126675749,31,54
"10997","non_herb_small->herb_small",212.011965837537,31,47
"10998","non_herb_small->herb_small",212.246830209977,31,48
"10999","non_herb_large->non_herb_small",212.320459622138,31,26
"11000","herb_large->herb_small",212.387246040714,31,5
"11001","non_herb_small->herb_small",212.394339695937,31,49
"11002","herb_large->herb_small",212.402442988449,31,6
"11003","herb_small->herb_large",212.419887239481,31,13
"11004","non_herb_large->herb_large",212.493009541814,31,9
"11005","herb_small->non_herb_small",212.505081693408,31,55
"11006","non_herb_large->non_herb_small",212.53347881767,31,27
"11007","non_herb_small->herb_small",212.543629213713,31,50
"11008","non_herb_small->herb_small",212.655480266257,31,51
"11009","non_herb_small->herb_small",212.736911566093,31,52
"11010","herb_small->non_herb_small",212.79159378811,31,56
"11011","non_herb_small->herb_small",212.827395222205,31,53
"11012","herb_small->non_herb_small",212.845714058399,31,57
"11013","non_herb_small->herb_small",212.8722734415,31,54
